block_index	block_type	style	alignment	text
1224	paragraph	Normal	JUSTIFY (3)	6. Trường hợp một trong các bên không thi hành quyết định giải quyết tranh chấp của Ban trọng tài lao động thì các bên có quyền yêu cầu Tòa án giải quyết. 
1225	paragraph	Normal	JUSTIFY (3)	Điều 194. Thời hiệu yêu cầu giải quyết tranh chấp lao động tập thể về quyền
1226	paragraph	Normal	JUSTIFY (3)	1. Thời hiệu yêu cầu hòa giải viên lao động thực hiện hòa giải tranh chấp lao động tập thể về quyền là 06 tháng kể từ ngày phát hiện ra hành vi mà bên tranh chấp cho rằng quyền hợp pháp của mình bị vi phạm.
1227	paragraph	Normal	JUSTIFY (3)	2. Thời hiệu yêu cầu Hội đồng trọng tài lao động giải quyết tranh chấp lao động tập thể về quyền là 09 tháng kể từ ngày phát hiện ra hành vi mà bên tranh chấp cho rằng quyền hợp pháp của mình bị vi phạm.
1228	paragraph	Normal	JUSTIFY (3)	3. Thời hiệu yêu cầu Tòa án giải quyết tranh chấp lao động tập thể về quyền là 01 năm kể từ ngày phát hiện ra hành vi mà bên tranh chấp cho rằng quyền hợp pháp của mình bị vi phạm.
1229	paragraph	Normal	CENTER (1)	Mục 4
1230	paragraph	Normal	CENTER (1)	THẨM QUYỀN VÀ TRÌNH TỰ GIẢI QUYẾT
1231	paragraph	Normal	CENTER (1)	TRANH CHẤP LAO ĐỘNG TẬP THỂ VỀ LỢI ÍCH
1232	paragraph	Normal	JUSTIFY (3)	Điều 195. Thẩm quyền giải quyết tranh chấp lao động tập thể về lợi ích
1233	paragraph	Normal	JUSTIFY (3)	1. Tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động tập thể về lợi ích bao gồm:
1234	paragraph	Normal	JUSTIFY (3)	a) Hòa giải viên lao động;
1235	paragraph	Normal	JUSTIFY (3)	b) Hội đồng trọng tài lao động.
1236	paragraph	Normal	JUSTIFY (3)	2. Tranh chấp lao động tập thể về lợi ích phải được giải quyết thông qua thủ tục hòa giải của hòa giải viên lao động trước khi yêu cầu Hội đồng trọng tài lao động giải quyết hoặc tiến hành thủ tục đình công.
1237	paragraph	Normal	JUSTIFY (3)	Điều 196. Trình tự, thủ tục giải quyết tranh chấp lao động tập thể về lợi ích
1238	paragraph	Normal	JUSTIFY (3)	1. Trình tự, thủ tục hòa giải tranh chấp lao động tập thể về lợi ích được thực hiện theo quy định tại các khoản 2, 3, 4 và 5 Điều 188 của Bộ luật này.
1239	paragraph	Normal	JUSTIFY (3)	2. Trường hợp hòa giải thành, biên bản hòa giải thành phải bao gồm đầy đủ nội dung các bên đã đạt được thỏa thuận, có chữ ký của các bên tranh chấp và hòa giải viên lao động. Biên bản hòa giải thành có giá trị pháp lý như thỏa ước lao động tập thể của doanh nghiệp.
1240	paragraph	Normal	JUSTIFY (3)	3. Trường hợp hòa giải không thành hoặc hết thời hạn hòa giải quy định tại khoản 2 Điều 188 của Bộ luật này mà hòa giải viên lao động không tiến hành hòa giải hoặc một trong các bên không thực hiện thỏa thuận trong biên bản hòa giải thành thì các bên tranh chấp có quyền lựa chọn một trong các phương thức sau để giải quyết tranh chấp:
1241	paragraph	Normal	JUSTIFY (3)	a) Yêu cầu Hội đồng trọng tài lao động giải quyết theo quy định tại Điều 197 của Bộ luật này;
1242	paragraph	Normal	JUSTIFY (3)	b) Tổ chức đại diện người lao động có quyền tiến hành thủ tục quy định tại các điều 200, 201 và 202 của Bộ luật này để đình công.
1243	paragraph	Normal	JUSTIFY (3)	Điều 197. Giải quyết tranh chấp lao động tập thể về lợi ích của Hội đồng trọng tài lao động
1244	paragraph	Normal	JUSTIFY (3)	1. Trên cơ sở đồng thuận, các bên tranh chấp có quyền yêu cầu Hội đồng trọng tài lao động giải quyết tranh chấp trong trường hợp hòa giải không thành hoặc hết thời hạn hòa giải quy định tại khoản 2 Điều 188 của Bộ luật này mà hòa giải viên lao động không tiến hành hòa giải hoặc một trong các bên không thực hiện thỏa thuận trong biên bản hòa giải thành.
1245	paragraph	Normal	JUSTIFY (3)	2. Trong thời hạn 07 ngày làm việc kể từ ngày nhận được yêu cầu giải quyết tranh chấp theo quy định tại khoản 1 Điều này, Ban trọng tài lao động phải được thành lập để giải quyết tranh chấp. 
1246	paragraph	Normal	JUSTIFY (3)	3. Trong thời hạn 30 ngày kể từ ngày được thành lập, căn cứ vào quy định của pháp luật về lao động, thỏa ước lao động tập thể, nội quy lao động đã được đăng ký và các quy chế, thỏa thuận hợp pháp khác, Ban trọng tài lao động phải ra quyết định về việc giải quyết tranh chấp và gửi cho các bên tranh chấp. 
1247	paragraph	Normal	JUSTIFY (3)	4. Khi các bên lựa chọn giải quyết tranh chấp thông qua Hội đồng trọng tài lao động theo quy định tại Điều này thì tổ chức đại diện người lao động không được tiến hành đình công trong thời gian Hội đồng trọng tài lao động đang tiến hành giải quyết tranh chấp. 
1248	paragraph	Normal	JUSTIFY (3)	Khi hết thời hạn quy định tại khoản 2 Điều này mà Ban trọng tài lao động không được thành lập hoặc hết thời hạn quy định tại khoản 3 Điều này mà Ban trọng tài không ra quyết định giải quyết tranh chấp hoặc người sử dụng lao động là bên tranh chấp không thực hiện quyết định giải quyết tranh chấp của Ban trọng tài lao động thì tổ chức đại diện người lao động là bên tranh chấp có quyền tiến hành thủ tục quy định tại các điều 200, 201 và 202 của Bộ luật này để đình công.
1249	paragraph	Normal	JUSTIFY (3)	
1250	paragraph	Normal	CENTER (1)	Mục 5
1251	paragraph	Normal	CENTER (1)	ĐÌNH CÔNG
1252	paragraph	Normal	JUSTIFY (3)	Điều 198. Đình công
1253	paragraph	Normal	JUSTIFY (3)	Đình công là sự ngừng việc tạm thời, tự nguyện và có tổ chức của người lao động nhằm đạt được yêu cầu trong quá trình giải quyết tranh chấp lao động và do tổ chức đại diện người lao động có quyền thương lượng tập thể là một bên tranh chấp lao động tập thể tổ chức và lãnh đạo.
1254	paragraph	Normal	JUSTIFY (3)	Điều 199. Trường hợp người lao động có quyền đình công
1255	paragraph	Normal	JUSTIFY (3)	Tổ chức đại diện người lao động là bên tranh chấp lao động tập thể về lợi ích có quyền tiến hành thủ tục quy định tại các điều 200, 201 và 202 của Bộ luật này để đình công trong trường hợp sau đây: 
1256	paragraph	Normal	JUSTIFY (3)	1. Hòa giải không thành hoặc hết thời hạn hòa giải quy định tại khoản 2 Điều 188 của Bộ luật này mà hòa giải viên lao động không tiến hành hòa giải;
1257	paragraph	Normal	JUSTIFY (3)	2. Ban trọng tài lao động không được thành lập hoặc thành lập nhưng không ra quyết định giải quyết tranh chấp hoặc người sử dụng lao động là bên tranh chấp không thực hiện quyết định giải quyết tranh chấp của Ban trọng tài lao động.
1258	paragraph	Normal	JUSTIFY (3)	Điều 200. Trình tự đình công
1259	paragraph	Normal	JUSTIFY (3)	1. Lấy ý kiến về đình công theo quy định tại Điều 201 của Bộ luật này.
1260	paragraph	Normal	JUSTIFY (3)	2. Ra quyết định đình công và thông báo đình công theo quy định tại Điều 202 của Bộ luật này.
1261	paragraph	Normal	JUSTIFY (3)	3. Tiến hành đình công.
1262	paragraph	Normal	JUSTIFY (3)	Điều 201. Lấy ý kiến về đình công
1263	paragraph	Normal	JUSTIFY (3)	1. Trước khi tiến hành đình công, tổ chức đại diện người lao động có quyền tổ chức và lãnh đạo đình công quy định tại Điều 198 của Bộ luật này có trách nhiệm lấy ý kiến của toàn thể người lao động hoặc thành viên ban lãnh đạo của các tổ chức đại diện người lao động tham gia thương lượng.
1264	paragraph	Normal	JUSTIFY (3)	2. Nội dung lấy ý kiến bao gồm:
1265	paragraph	Normal	JUSTIFY (3)	a) Đồng ý hay không đồng ý đình công;
1266	paragraph	Normal	JUSTIFY (3)	b) Phương án của tổ chức đại diện người lao động về nội dung quy định tại các điểm b, c và d khoản 2 Điều 202 của Bộ luật này.
1267	paragraph	Normal	JUSTIFY (3)	3. Việc lấy ý kiến được thực hiện trực tiếp bằng hình thức lấy phiếu hoặc chữ ký hoặc hình thức khác.
1268	paragraph	Normal	JUSTIFY (3)	4. Thời gian, địa điểm và cách thức tiến hành lấy ý kiến về đình công do tổ chức đại diện người lao động quyết định và phải thông báo cho người sử dụng lao động biết trước ít nhất 01 ngày. Việc lấy ý kiến không được làm ảnh hưởng đến hoạt động sản xuất, kinh doanh bình thường của người sử dụng lao động. Người sử dụng lao động không được gây khó khăn, cản trở hoặc can thiệp vào quá trình tổ chức đại diện người lao động tiến hành lấy ý kiến về đình công.
1269	paragraph	Normal	JUSTIFY (3)	Điều 202. Quyết định đình công và thông báo thời điểm bắt đầu đình công
1270	paragraph	Normal	JUSTIFY (3)	1. Khi có trên 50% số người được lấy ý kiến đồng ý với nội dung lấy ý kiến đình công theo quy định tại khoản 2 Điều 201 của Bộ luật này thì tổ chức đại diện người lao động ra quyết định đình công bằng văn bản. 
1271	paragraph	Normal	JUSTIFY (3)	2. Quyết định đình công phải có các nội dung sau đây:
1272	paragraph	Normal	JUSTIFY (3)	a) Kết quả lấy ý kiến đình công;
1273	paragraph	Normal	JUSTIFY (3)	b) Thời điểm bắt đầu đình công, địa điểm đình công;
1274	paragraph	Normal	JUSTIFY (3)	c) Phạm vi tiến hành đình công; 
1275	paragraph	Normal	JUSTIFY (3)	"d) Yêu cầu của người lao động;	"
1276	paragraph	Normal	JUSTIFY (3)	đ) Họ tên, địa chỉ liên hệ của người đại diện cho tổ chức đại diện người lao động tổ chức và lãnh đạo đình công.
1277	paragraph	Normal	JUSTIFY (3)	3. Ít nhất là 05 ngày làm việc trước ngày bắt đầu đình công, tổ chức đại diện người lao động tổ chức và lãnh đạo đình công phải gửi văn bản về việc quyết định đình công cho người sử dụng lao động, Ủy ban nhân dân cấp huyện và cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh.
1278	paragraph	Normal	JUSTIFY (3)	4. Đến thời điểm bắt đầu đình công, nếu người sử dụng lao động vẫn không chấp nhận giải quyết yêu cầu của người lao động thì tổ chức đại diện người lao động tổ chức và lãnh đạo đình công.
1279	paragraph	Normal	JUSTIFY (3)	Điều 203. Quyền của các bên trước và trong quá trình đình công
1280	paragraph	Normal	JUSTIFY (3)	1. Tiếp tục thỏa thuận để giải quyết nội dung tranh chấp lao động tập thể hoặc cùng đề nghị hòa giải viên lao động, Hội đồng trọng tài lao động tiến hành hòa giải, giải quyết tranh chấp lao động.
1281	paragraph	Normal	JUSTIFY (3)	2. Tổ chức đại diện người lao động có quyền tổ chức và lãnh đạo đình công theo quy định tại Điều 198 của Bộ luật này có quyền sau đây:
1282	paragraph	Normal	JUSTIFY (3)	a) Rút quyết định đình công nếu chưa đình công hoặc chấm dứt đình công nếu đang đình công;
1283	paragraph	Normal	JUSTIFY (3)	b) Yêu cầu Tòa án tuyên bố cuộc đình công là hợp pháp.
1284	paragraph	Normal	JUSTIFY (3)	3. Người sử dụng lao động có quyền sau đây:
1285	paragraph	Normal	JUSTIFY (3)	a) Chấp nhận toàn bộ hoặc một phần yêu cầu và thông báo bằng văn bản cho tổ chức đại diện người lao động đang tổ chức và lãnh đạo đình công;
